132.32,49.7376,6,131.104321,9.591271,205,337,674,1
135.06,13.8524,3,131.871111,4.820889,220,300,691,1
131.73,2.4051,4,131.757284,3.87603,194,280,675,1
128.58,7.2564,9,124.389877,38.640531,280,295,455,1
132.47,25.3764,10,127.169012,8.643415,285,469,789,1
131.52,28.4036,13,131.292963,3.876172,213,375,859,1
130.05,22.7016,17,129.998642,6.622759,226,455,879,1
130.13,2.1691,12,126.210741,16.028468,267,295,548,1
129.06,26.3851,8,126.540123,23.477672,267,237,434,1
132.62,71.8611,16,129.533333,10.205743,254,300,674,1
132.51,8.4475,14,131.739136,7.493302,233,289,632,1
125.25,49.4484,11,121.826049,17.187921,294,307,477,1
133.06,60.8264,3,128.652963,5.804564,249,461,882,1
132.88,22.3259,9,131.467037,3.953325,237,327,755,1
130.24,45.9204,15,128.915185,9.408339,199,300,574,1
130.52,11.7896,13,130.257284,7.589533,229,458,886,1
131.01,16.8459,6,130.424444,7.369674,243,447,839,1
132.12,52.7296,5,127.308519,4.647274,298,452,802,1
132.73,4.8979,12,131.179136,8.883618,255,255,550,1
132.5,15.8624,8,130.598395,6.021459,233,289,706,1
129.66,19.2659,3,126.297531,28.454554,283,297,553,1
130.36,9.3584,11,130.480988,10.611143,253,459,849,1
131.42,19.4144,18,131.524938,3.296665,220,297,628,1
132.26,15.4684,4,131.722469,5.819116,220,306,704,1
130.15,12.5075,6,130.181852,4.612483,273,418,758,1
130.12,5.3476,10,130.955926,6.364798,227,436,891,1
132.66,5.49,13,131.901235,2.313241,196,400,952,1
131.23,32.5419,2,131.161728,5.147939,274,371,688,1
131.86,9.2716,6,131.33642,13.8578,211,397,734,1
131.01,27.8744,20,131.86716,4.149018,220,354,726,1
129.59,39.6224,21,125.172716,21.92919,281,299,522,1
132.81,16.27,5,131.971975,6.554961,192,308,684,1
130.56,14.2675,7,130.707407,4.654955,221,474,956,1
131.56,25.5819,6,126.782716,21.370835,226,342,606,1
131.62,4.94,7,131.960988,6.717981,206,296,636,1
131.91,12.7299,3,132.27716,3.115195,207,332,783,1
130.87,55.76,1,129.770247,7.161993,234,468,890,1
130.18,1.1616,13,130.649012,4.689706,261,391,782,1
131.72,31.41,7,131.588765,9.447552,250,398,815,1
131.2,16.8051,9,131.786667,4.536195,208,302,654,1
131.44,8.7736,13,130.704691,4.940387,271,300,556,1
130.82,3.5875,9,131.015802,4.864775,220,403,891,1
131.51,49.0496,2,128.618765,5.002408,247,510,928,1
130.85,11.5044,11,130.589383,4.946993,220,290,615,1
132.38,8.3376,11,130.857901,3.917779,232,268,609,1
132.25,102.27,1,131.187901,12.463925,230,320,608,1
131.2,108.1571,4,129.385556,7.368811,254,462,828,1
130.45,12.6699,13,131.26963,5.218581,267,427,766,1
131.24,2.9291,8,131.279383,3.689459,250,397,866,1
133.24,9.8659,11,131.86037,8.31727,246,369,789,1
132.29,180.4251,0,129.469877,7.637295,273,444,801,1
132.5,3.8259,10,131.64963,5.674077,231,295,637,1
132.14,21.98,7,128.537778,10.776528,265,452,764,1
130.99,26.0459,11,129.711111,6.103624,226,448,865,1
130.57,38.8684,18,129.935679,4.762532,253,289,544,1
131.62,36.9219,15,130.385679,7.866017,237,313,542,1
133.08,4.91,8,131.631728,4.939598,226,447,944,1
133.73,6.7659,6,132.257778,3.267137,197,301,770,1
130.15,10.7099,8,125.085185,16.580946,281,272,493,1
132.73,14.74,5,131.469136,3.57011,215,340,821,1
132.89,18.0291,12,130.935926,4.910737,218,286,561,1
132.2,16.7736,8,132.19321,3.838291,192,376,861,1
131.57,22.3456,5,131.362716,6.09847,264,356,645,1
132.99,11.82,20,128.738272,8.028306,240,260,484,1
132.97,7.4464,6,131.768889,6.779036,228,302,661,1
131.77,16.0675,15,131.599383,4.029405,231,332,772,1
130.3,25.4164,11,129.291852,18.416785,235,331,628,1
131.9,476.2275,15,131.312346,8.243796,227,325,601,1
130.44,32.8444,10,130.105926,12.185323,215,335,626,1
135.47,12.1859,3,132.441605,4.158236,210,297,695,1
132.96,18.8699,10,128.157531,15.459796,248,296,574,1
132.44,8.6196,6,132.268765,4.772452,197,296,619,1
130.92,11.3675,17,131.468272,6.55531,201,377,904,1
132.04,43.9859,12,129.494815,12.806623,248,317,611,1
133.21,36.8099,11,131.79716,9.501284,235,320,674,1
133.09,32.7011,16,130.483086,8.611364,237,296,628,1
131.33,49.3675,0,129.428395,7.391277,258,483,868,1
132.65,5.5899,2,132.257407,3.289936,182,351,828,1
130.63,5.3984,9,125.048642,16.473421,283,292,501,1
132.08,24.1,14,131.094321,10.627586,205,364,770,1
131.7,15.4336,14,129.32358,8.055836,258,304,624,1
129.94,4.8984,10,131.161728,5.517246,273,431,778,1
133.08,38.0211,4,131.613086,3.886788,215,323,794,1
131.47,26.8731,4,129.745185,11.538441,242,480,874,1
131.51,21.6916,23,131.995062,7.271426,219,373,716,1
132.53,41.62,15,129.088272,11.857351,246,280,546,1
132.85,31.0736,4,129.396173,4.687106,236,507,998,1
131.58,59.3704,0,130.809753,12.709773,208,334,633,1
129.25,6.4059,8,131.031481,6.087722,224,424,891,1
131.2,10.4419,5,131.279012,4.388059,272,368,716,1
129.5,29.8859,9,127.361605,23.995605,241,310,535,1
131.02,18.99,0,129.53963,4.350492,235,448,929,1
131.66,35.9651,3,129.132716,10.2548,255,469,874,1
130.54,47.48,20,131.015926,4.810568,211,299,646,1
132.11,23.9179,26,126.18716,18.412847,282,306,530,1
131.97,13.2956,7,131.901481,2.69743,198,276,682,1
129.55,364.4436,7,127.433827,9.422098,214,343,565,1
132.52,8.1891,4,131.987654,3.27053,201,299,702,1
128.6,24.8956,9,125.326667,25.43139,271,251,438,1
133.46,2.3219,8,131.854938,3.118619,204,291,653,1
130.66,31.5259,5,131.023704,4.489232,266,350,662,1
130.95,43.52,4,127.892963,11.902779,248,506,908,1
131.96,176.2099,11,131.256049,7.774074,239,386,779,1
132.21,30.5656,10,132.158148,6.037598,196,301,647,1
133.25,3.5596,11,131.530494,3.671984,224,293,706,1
132.49,4.9275,7,131.837778,6.990862,203,328,704,1
131.25,2.0931,6,130.785309,7.36251,199,338,664,1
130.08,198.8891,5,131.755802,17.201705,219,352,666,1
131.27,50.0176,4,129.517654,4.569505,260,280,536,1
132.77,15.2419,11,129.52037,15.282092,277,324,671,1
132.92,26.0051,10,132.261975,3.871089,231,330,720,1
130.25,13.3979,9,129.128148,3.685546,257,242,555,1
132.19,14.7536,3,132.224321,3.077623,200,320,726,1
131.79,7.4771,10,130.55679,4.505538,268,313,589,1
131.28,51.4611,11,130.275679,5.349055,230,300,618,1
131.99,50.0819,16,127.51679,9.758303,254,469,793,1
131.62,17.0899,3,132.063086,2.667893,194,300,730,1
130.6,13.1675,8,126.593086,18.108394,229,331,519,1
131.55,57.9219,4,131.360123,13.54889,211,359,665,1
131.73,25.5851,18,130.021728,5.240126,280,284,525,1
130.97,5.9984,11,130.729012,4.591532,186,317,683,1
132.16,7.1571,9,127.170741,14.102583,265,264,574,1
129.42,19.6184,5,127.566914,5.060954,278,250,511,1
131.74,14.4256,11,130.640864,4.842433,236,291,648,1
132.55,47.5851,4,130.19321,6.367503,273,436,816,1
132.53,67.3624,9,127.840988,9.809508,283,446,773,1
131.83,39.1276,23,130.179383,3.989103,242,255,586,1
132.75,5.4851,11,132.111852,3.869116,185,393,937,1
132.76,13.9691,5,129.807037,3.967053,233,473,936,1
130.02,11.7291,15,126.243457,15.556008,269,295,544,1
128.45,87.1579,3,123.193951,25.070569,257,284,426,1
130.22,96.28,4,129.142222,8.178253,211,322,588,1
130.8,94.0259,7,124.183086,24.947563,231,343,549,1
130.82,5.2064,6,130.268395,12.287825,233,342,659,1
131.12,6.8091,9,131.354198,9.683181,228,375,772,1
131.46,12.3475,24,130.406173,4.784025,267,278,547,1
132.2,18.7979,11,130.49716,4.705278,239,256,561,1
132.44,14.8099,3,131.594568,2.542424,199,314,745,1
132.63,19.5275,13,131.367531,8.510631,242,288,576,1
132.11,5.79,8,131.748148,2.959465,219,300,612,1
129.66,69.5771,14,129.541975,4.753495,257,246,579,1
131.97,12.3264,15,131.985926,2.367646,202,374,911,1
132.67,5.1704,3,132.025926,3.496379,182,288,705,1
131.85,4.8896,16,130.661975,4.176566,266,278,579,1
131.3,8.1184,7,131.791481,3.851554,207,424,952,1
130.51,18.75,13,130.257901,4.908365,262,287,560,1
130.02,29.4859,15,131.259877,5.75225,274,392,744,1
131.64,15.7356,10,131.646543,6.118732,210,308,646,1
130.08,26.0675,8,128.070247,5.97078,271,469,921,1
130.86,10.2619,8,131.75,5.415206,246,392,839,1
129.34,4.6651,14,127.544938,23.362759,249,320,554,1
122.25,102.5784,2,123.220988,33.303783,264,337,508,1
132.53,7.4276,11,132.034815,2.923281,210,309,734,1
132.77,37.9931,2,130.520988,4.235743,228,461,930,1
131.9,36.7275,8,128.956173,9.295942,281,341,539,1
130.26,33.6379,15,127.756914,21.910264,261,287,512,1
134.35,8.37,4,132.381605,3.999662,213,289,622,1
131.09,14.9316,8,130.794321,4.516847,262,339,630,1
133.2,5.1331,12,131.893086,3.31642,217,309,752,1
131.23,14.7219,7,127.108889,4.30429,238,520,931,1
127.38,61.7475,17,124.072346,8.352967,274,297,489,1
132.15,5.3011,4,131.590123,4.609181,226,305,728,1
132.83,42.41,13,130.041605,4.932312,242,271,583,1
132.59,38.5164,16,130.261728,11.441998,255,291,545,1
129.03,11.7464,8,126.986049,4.053711,302,267,467,1
132.9,27.4904,5,128.810617,4.932301,233,516,968,1
128.4,17.2219,8,125.750617,32.458459,282,304,479,1
132.05,15.3476,4,132.001975,5.232582,209,298,673,1
130.4,3.6644,8,130.625926,8.480904,211,325,627,1
130,9.2784,12,125.017654,17.568711,235,303,512,1
132.61,1.6564,8,132.283827,3.075624,215,409,864,1
131.8,44.7756,18,129.330741,15.067244,285,328,572,1
129.23,131.82,12,126.647778,22.616405,256,295,505,1
131.6,13.1216,4,132.372593,2.465473,203,336,785,1
131.36,21.3739,1,131.491358,2.389644,204,307,706,1
129.44,20.7596,17,123.361481,39.228979,271,296,467,1
129.68,9.8584,12,128.904321,19.536927,241,306,546,1
130.71,2.2275,5,131.253457,9.646208,230,396,775,1
131.45,29.0139,9,125.824815,17.662568,288,295,468,1
131.66,63.4651,2,129.788889,3.021855,268,427,873,1
129.78,27.9296,18,129.727407,12.305624,246,325,530,1
131.37,64.3859,11,126.948025,9.159574,301,327,517,1
131.71,5.6776,8,131.505926,3.556255,221,309,752,1
128.17,24.22,8,127.62716,11.675085,253,288,500,1
132.44,19.1275,5,128.795062,13.70822,268,295,516,1
132.12,40.2459,2,130.443951,3.719675,290,456,814,1
130.73,30.6075,0,131.119012,10.463304,210,350,756,1
132.19,17.1,14,129.406543,10.842122,245,296,612,1
132.96,40.56,20,130.94284,6.032222,213,289,592,1
133.15,16.0296,2,130.887037,4.665735,227,461,952,1
131.04,4.4875,3,131.432222,3.333407,194,291,655,1
135.56,6.2131,9,132.285679,4.851448,204,301,709,1
133.55,47.1675,25,129.461852,7.851864,205,307,609,1
130.61,49.6059,0,129.77321,4.137347,219,462,934,1
133.32,3.7704,6,131.942469,5.010158,217,449,937,1
129.98,14.8636,13,131.09679,5.552308,204,385,849,1
131.73,14.4699,11,130.997654,3.286365,229,294,650,1
131.82,6.3019,13,126.833086,7.574768,253,284,490,1
132.3,35.64,16,130.55642,6.946016,245,293,620,1
130.42,21.8324,4,131.658025,4.634266,200,305,657,1
130.84,18.7419,3,129.121111,11.908568,242,502,936,1
132.68,16.2164,15,132.309012,3.673047,194,350,902,1
132.07,46.1259,18,131.916296,15.297505,233,373,717,1
130.56,3.9075,17,126.917407,14.49304,221,304,562,1
132.58,17.9075,15,130.617284,6.302945,218,302,650,1
128.18,36.6496,19,126.860247,11.926155,258,288,477,1
131.27,35.95,19,124.601235,11.619517,262,301,476,1
132.82,13.5096,6,130.889753,4.262889,285,438,830,1
131,8.2851,10,125.836173,17.069357,224,300,536,1
131.42,31.9184,18,131.998148,7.25306,214,399,862,1
129.56,15.4016,14,125.334198,23.850537,268,252,431,1
129.23,32.1675,5,126.415926,5.078206,285,274,464,1
132.13,32.7979,0,131.11284,4.537068,272,341,674,1
131.09,18.7371,8,126.882222,7.660425,266,261,523,1
131.37,10.04,12,130.473457,6.656446,281,343,590,1
131.49,38.3475,13,131.00642,12.689328,237,427,800,1
131.91,17.1819,8,131.511975,4.069989,217,297,720,1
129.01,39.7716,7,125.541728,18.18375,260,272,453,1
132.37,4.6139,10,131.48679,6.118789,208,292,596,1
130.62,12.2184,14,128.41716,5.860891,292,263,500,1
131.03,22.4056,6,128.985802,11.024747,244,297,630,1
132.73,10.8216,11,130.18321,8.087835,234,286,572,1
132.37,32.61,4,130.025556,8.081485,252,308,669,1
132.07,8.6816,8,125.331111,15.065539,263,268,502,1
131.32,24.1939,9,127.274815,3.218073,285,450,856,1
131.37,38.7459,9,128.08963,6.020573,265,492,845,1
132.34,281.74,13,131.17963,8.23025,230,323,597,1
129.86,19.9771,10,125.514321,23.076172,249,303,475,1
132.98,40.8984,24,130.910741,8.375648,240,299,568,1
130.51,35.1531,3,131.082593,5.671082,276,365,673,1
130.41,73.0536,6,130.182593,8.055078,213,327,603,1
127.2,42.4276,13,126.605679,4.446651,286,264,440,1
132.02,5.9011,15,131.151235,7.773787,226,312,581,1
129.87,6.6424,11,131.304815,4.924448,215,379,863,1
131.17,3.0939,5,130.701975,4.485575,186,449,990,1
130.63,15.22,12,131.929259,6.585363,211,370,702,1
132.1,10.5104,25,130.635062,3.720024,241,264,601,1
130.29,30.4896,16,131.203827,4.849228,255,368,774,1
130.72,15.2916,14,130.529136,4.981437,272,285,578,1
128.11,16.5424,13,126.896296,3.899103,300,254,491,1
132.44,32.5844,6,131.532099,3.621746,235,272,668,1
132.51,5.9,16,132.218025,4.048272,196,373,947,1
132.48,23.4944,3,131.072346,4.402384,271,320,661,1
130.49,5.6896,14,131.264074,5.773442,208,398,954,1
131.06,40.8164,3,129.278519,10.277745,228,493,954,1
130.72,27.9784,0,130.494815,4.951843,218,450,936,1
132.51,36.5576,4,127.958765,4.677659,292,454,807,1
130.79,125.9344,23,131.208025,5.632374,215,374,820,1
130.32,17.8691,1,131.758025,3.678537,193,291,667,1
130.29,11.77,5,130.810494,4.798857,281,416,773,1
130.97,92.92,11,130.941481,8.138938,215,324,598,1
130.6,6.4771,6,131.047778,5.216032,212,394,873,1
132.33,44.28,5,127.696296,9.121114,256,458,758,1
131.98,23.6736,1,131.756667,4.417949,203,311,691,1
127.92,41.2875,8,125.724815,26.573312,257,325,547,1
130.78,32.5099,8,131.016914,9.236786,238,426,799,1
132.22,54.7516,1,128.937901,4.008294,239,480,972,1
132.11,9.9291,34,130.264321,5.074285,222,270,576,1
131.06,46.65,8,130.084074,4.557464,212,488,991,1
130.15,35.72,12,126.174198,21.640197,288,282,473,1
129.96,35.7744,5,130.602099,6.809621,234,426,852,1
133.52,9.6179,4,131.583333,4.707072,208,312,772,1
132.71,12.0891,10,131.177037,3.163158,215,456,966,1
132.59,10.1451,19,132.26963,3.737313,183,367,920,1
130,22.6476,6,127.377284,12.172221,227,317,570,1
131.76,6.72,10,131.455309,4.990724,234,294,663,1
131.81,69.4611,4,130.098395,6.942554,228,408,737,1
130.56,4.1176,10,130.779877,11.939531,243,440,837,1
132.02,14.6816,18,130.073827,6.507805,194,317,629,1
130.85,22.7075,14,126.941358,4.599474,287,474,804,1
131.23,14.4419,8,130.548272,13.533499,215,358,695,1
133.47,22.8331,1,131.975062,4.679195,209,327,723,1
130.86,5.9451,0,131.394691,16.468727,253,401,731,1
132.07,8.9004,3,130.95679,8.022219,218,325,633,1
131.52,9.62,14,130.908272,4.046313,231,257,625,1
130.84,18.2456,12,127.486914,12.928974,266,315,559,1
129.74,36.6756,11,126.184815,13.739353,296,300,554,1
129.84,15.8904,6,125.108889,15.882596,229,284,505,1
130.92,8.3675,8,130.627531,4.586062,269,318,606,1
132.82,3.4276,12,131.494444,3.399133,216,258,626,1
132.72,13.4331,0,132.113704,3.13156,198,327,796,1
132.83,17.3676,6,130.973333,3.163162,223,454,974,1
128.78,12.6176,4,126.693827,13.681096,260,312,531,1
130.74,44.8411,9,128.678765,17.776601,277,317,550,1
130.76,81.6579,4,127.559506,16.634662,228,352,604,1
131.57,68.1084,10,129.237901,10.555915,237,297,609,1
130.96,24.5339,17,131.651975,8.570421,223,356,723,1
133.7,18.5931,0,131.627037,4.720442,214,301,704,1
128.98,7.7116,11,125.501605,13.353182,221,301,530,1
130.79,41.4116,17,127.745432,15.369011,251,279,518,1
130.12,34.6675,0,128.250864,8.920079,208,326,587,1
130.89,29.3091,8,126.498889,29.046282,287,327,627,1
126.17,40.0491,21,123.250494,20.346544,273,310,488,1
132.36,7.3596,10,131.31642,3.373551,217,359,828,1
131.02,3.7464,12,130.908272,4.922486,201,298,662,1
132.28,4.0259,14,131.995679,2.944318,241,345,742,1
126.36,25.01,16,122.905926,18.414913,287,261,443,1
130.58,15.7091,13,127.918395,7.606836,241,298,536,1
132.25,20.8856,6,131.940247,3.964187,242,306,766,1
130.76,15.4819,11,128.477901,7.004065,241,293,555,1
128.68,17.1604,8,127.314691,4.997915,281,280,455,1
131.17,9.1571,1,130.037901,8.990215,260,463,853,1
130.48,13.9,13,126.144815,7.402132,265,280,508,1
130.52,5.2019,19,130.93284,2.876314,211,391,917,1
130.39,21.2331,4,128.676296,10.905671,251,519,928,1
131.98,64.0675,13,129.673086,5.476502,279,281,548,1
131.67,4.3051,10,132.108148,2.617634,198,334,830,1
130.11,35.4276,17,129.281852,9.407614,260,246,507,1
133.21,46.1891,13,131.084198,6.421302,275,363,625,1
131.86,21.25,2,128.082963,4.375485,266,513,978,1
130.56,7.7376,2,131.866173,3.418961,198,299,669,1
132.78,4.9875,21,132.275556,3.470955,198,320,842,1
131.4,4.67,16,130.995309,4.720971,197,425,971,1
132.1,13.05,10,129.092346,11.518166,241,475,843,1
131.4,6.5299,1,131.147531,4.460804,204,317,732,1
129.76,16.6475,7,127.485679,19.914627,264,240,454,1
131.2,59.3059,2,128.107284,9.959002,257,505,916,1
131.58,7.1384,1,132.214198,2.638088,200,315,740,1
130.49,37.8051,2,127.012963,5.126041,240,528,929,1
131.41,42.0019,14,129.793951,14.826573,261,256,498,1
132.76,83.7899,4,130.111605,4.347886,229,478,972,1
130.24,31.8059,11,128.992222,19.340744,247,315,562,1
132.47,47.5816,13,131.13963,5.979821,251,333,713,1
131.43,7.5499,8,131.492963,4.882646,212,300,663,1
130.83,20.2075,15,131.319383,4.921714,272,406,788,1
130.92,23.6651,14,125.759012,15.180028,302,328,517,1
131.79,17.2891,5,125.740123,20.757808,266,304,513,1
129.96,6.0819,5,130.61679,6.037877,219,448,908,1
128.72,9.2804,10,123.052593,43.204627,273,297,448,1
131.34,50.59,5,127.215679,6.327272,261,291,549,1
131.43,62.6124,2,131.059753,9.081025,199,336,661,1
131.92,22.8091,8,131.211852,4.306625,196,317,739,1
132.01,4.5244,8,131.784568,3.052541,182,343,819,1
133.25,3.71,8,132.01284,3.232143,212,411,860,1
132.89,73.9475,1,130.654815,4.03952,302,444,822,1
132.7,34.5691,10,131.377778,11.493154,228,380,774,1
129.52,5.5004,7,131.332963,6.031691,221,423,905,1
130.32,19.5656,7,125.484938,11.963777,268,268,511,1
131.15,17.49,2,131.055309,8.95089,199,379,763,1
131.6,12.5219,2,129.880617,9.116838,239,470,933,1
131.4,22.2136,5,131.342222,11.810398,238,396,801,1
131.73,13.8811,5,130.66321,9.278884,266,421,804,1
131.51,42.84,9,127.318519,2.690737,297,458,842,1
132.03,26.8844,3,132.245556,2.854936,205,322,810,1
130.81,74.8564,0,129.379136,7.337796,255,472,929,1
133,20.6211,15,131.581235,5.59277,270,359,650,1
133.19,74.4324,2,129.180123,6.369258,243,479,855,1
131.91,5.3459,2,131.920988,2.900296,201,290,697,1
134.32,39.3611,4,132.2,4.971972,202,291,672,1
133,5.9416,13,132.035802,2.93711,237,341,729,1
132.38,4.0675,6,132.078765,3.621076,207,281,720,1
121.95,17.03,11,121.807901,19.142399,291,270,445,1
133.07,63.9336,0,129.65642,4.624156,275,442,820,1
132.6,1.8611,11,131.562346,2.304329,201,422,966,1
131.43,8.1075,15,131.291481,4.409132,218,392,889,1
129.97,76.0676,12,127.266914,5.036321,285,273,485,1
132.31,16.7064,17,130.834691,12.578234,253,262,523,1
131.56,18.7779,3,131.112593,4.821067,190,352,807,1
130.65,117.1364,3,126.152593,4.305467,287,466,809,1
130.3,34.2656,7,131.590741,7.859304,223,388,729,1
130.57,35.09,13,130.123704,4.39085,248,272,555,1
129.81,34.7139,5,125.679506,24.815721,265,260,453,1
131.51,13.1356,6,131.524691,4.598897,201,361,887,1
131.13,35.2851,4,129.197778,6.001291,255,482,963,1
130.56,9.2636,8,130.395185,4.601039,197,473,979,1
132.21,20.3724,21,131.118889,4.960858,221,298,622,1
133.16,5.2275,6,131.949506,3.280409,197,299,673,1
130.38,14.5396,14,127.658148,4.174532,279,457,795,1
131.14,3.8664,18,131.310741,5.325388,205,400,846,1
130.54,67.2616,5,128.174938,3.217421,292,467,803,1
132.96,23.9675,1,131.261975,3.785476,225,269,663,1
132.42,53.7531,18,130.157901,9.399227,231,287,638,1
131.19,15.1976,6,131.309383,4.062708,258,325,647,1
128.05,15.8584,17,124.511728,28.792354,267,285,475,1
132.01,54.3131,4,129.991358,6.911146,263,463,856,1
133.54,11.43,12,132.346173,3.996236,216,314,741,1
131.86,37.8364,2,129.878519,7.996121,229,438,793,1
131.38,10.3004,7,130.026049,3.984884,236,435,924,1
132.42,430.82,3,131.322222,9.214279,226,319,630,1
131.66,85.0459,1,129.000988,8.059873,242,493,876,1
130.17,22.1916,8,128.182469,12.480598,239,287,585,1
129.53,41.94,9,131.76642,7.118834,212,413,897,1
131.73,43.5659,3,131.022469,8.357087,197,360,716,1
129.88,11.0739,12,128.680864,7.314618,249,306,587,1
133.82,24.02,8,131.588025,15.511491,224,352,659,1
130.74,30.8619,4,127.261235,15.493769,255,293,560,1
132.36,58.5299,6,128.089877,8.722515,271,469,795,1
133.05,83.9875,17,130.21642,5.693977,220,275,574,1
129.52,27.8979,16,124.566667,35.187766,275,300,473,1
131.41,24.2491,16,129.154198,5.088019,264,272,506,1
131.62,4.8336,3,132.198025,5.691412,191,300,624,1
131.98,39.0204,0,130.55963,3.138166,222,486,994,1
131.59,25.1675,8,130.011358,9.050223,274,339,562,1
